,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
2345,GRC,Greece,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,58.0,E,Estimated value
2346,HUN,Hungary,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,51.0,E,Estimated value
2347,ISL,Iceland,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,74.0,E,Estimated value
2348,IRL,Ireland,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,67.0,E,Estimated value
2349,ITA,Italy,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,73.0,E,Estimated value
2350,JPN,Japan,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,52.0,E,Estimated value
2351,KOR,Korea,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,71.0,E,Estimated value
2352,LUX,Luxembourg,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,91.0,E,Estimated value
2353,MEX,Mexico,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,61.0,E,Estimated value
2354,NLD,Netherlands,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,65.0,E,Estimated value
2355,NZL,New Zealand,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,77.0,E,Estimated value
2356,NOR,Norway,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,72.0,E,Estimated value
2357,POL,Poland,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,43.0,E,Estimated value
2358,PRT,Portugal,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,56.0,E,Estimated value
2359,SVK,Slovak Republic,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,60.0,E,Estimated value
2360,ESP,Spain,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,66.0,E,Estimated value
2361,SWE,Sweden,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,84.0,E,Estimated value
2362,CHE,Switzerland,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,43.0,E,Estimated value
2363,TUR,Turkey,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,84.0,E,Estimated value
2364,GBR,United Kingdom,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,50.0,E,Estimated value
2365,USA,United States,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,54.0,E,Estimated value
2366,BRA,Brazil,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,80.0,E,Estimated value
2367,CHL,Chile,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,52.0,E,Estimated value
2368,EST,Estonia,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,56.0,E,Estimated value
2369,ISR,Israel,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,66.0,E,Estimated value
2370,RUS,Russia,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,66.0,E,Estimated value
2371,SVN,Slovenia,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,49.0,E,Estimated value
2372,OECD,OECD - Total,CG_VOTO,Voter turnout,L,Value,LW,Low,PC,Percentage,0,units,,,61.0,E,Estimated value
2373,AUS,Australia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,82.1,,
2374,AUT,Austria,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,81.0,,
2375,BEL,Belgium,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,80.5,,
2376,CAN,Canada,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,81.5,,
2377,CZE,Czech Republic,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,78.2,,
2378,DNK,Denmark,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,80.1,,
2379,FIN,Finland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,80.7,,
2380,FRA,France,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,82.1,,
2381,DEU,Germany,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,81.0,,
2382,GRC,Greece,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,80.7,,
2383,HUN,Hungary,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,75.2,,
2384,ISL,Iceland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,83.0,,
2385,IRL,Ireland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,81.0,,
2386,ITA,Italy,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,82.3,,
2387,JPN,Japan,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,83.2,,
2388,KOR,Korea,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,81.3,,
2389,LUX,Luxembourg,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,81.5,,
2390,MEX,Mexico,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,74.6,,
2391,NLD,Netherlands,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,81.2,,
2392,NZL,New Zealand,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,81.5,,
2393,NOR,Norway,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,81.5,,
2394,POL,Poland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,76.9,,
2395,PRT,Portugal,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,80.5,,
2396,SVK,Slovak Republic,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,76.2,,
2397,ESP,Spain,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,82.5,,
2398,SWE,Sweden,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,81.8,,
2399,CHE,Switzerland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,82.8,,
2400,TUR,Turkey,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,74.6,,
2401,GBR,United Kingdom,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,81.0,,
2402,USA,United States,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,78.7,,
2403,BRA,Brazil,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,73.7,,
2404,CHL,Chile,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,78.9,,
2405,EST,Estonia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,76.5,,
2406,ISR,Israel,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,81.8,,
2407,RUS,Russia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,70.2,,
2408,SVN,Slovenia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,80.2,,
2409,OECD,OECD - Total,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,0,units,,,79.6,,
2410,AUS,Australia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,79.9,,
2411,AUT,Austria,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,78.4,,
2412,BEL,Belgium,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,77.8,,
2413,CAN,Canada,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,79.3,,
2414,CZE,Czech Republic,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,75.1,,
2415,DNK,Denmark,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,78.1,,
2416,FIN,Finland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,77.7,,
2417,FRA,France,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,78.7,,
2418,DEU,Germany,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,78.6,,
2419,GRC,Greece,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,78.0,,
2420,HUN,Hungary,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,71.6,,
2421,ISL,Iceland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,81.6,,
2422,IRL,Ireland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,78.7,,
2423,ITA,Italy,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,79.8,,
2424,JPN,Japan,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,79.9,,
2425,KOR,Korea,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,77.9,,
2426,LUX,Luxembourg,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,79.1,,
2427,MEX,Mexico,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,71.7,,
2428,NLD,Netherlands,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,79.3,,
2429,NZL,New Zealand,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,79.7,,
2430,NOR,Norway,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,79.5,,
2431,POL,Poland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,72.7,,
2432,PRT,Portugal,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,77.3,,
2433,SVK,Slovak Republic,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,72.5,,
2434,ESP,Spain,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,79.5,,
2435,SWE,Sweden,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,79.9,,
2436,CHE,Switzerland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,80.6,,
2437,TUR,Turkey,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,72.0,,
2438,GBR,United Kingdom,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,79.1,,
2439,USA,United States,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,76.3,,
2440,BRA,Brazil,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,70.1,,
2441,CHL,Chile,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,76.3,,
2442,EST,Estonia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,71.4,,
2443,ISR,Israel,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,79.9,,
2444,RUS,Russia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,64.6,,
2445,SVN,Slovenia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,77.1,,
2446,OECD,OECD - Total,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,0,units,,,76.9,,
2447,AUS,Australia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,84.3,,
2448,AUT,Austria,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,83.6,,
2449,BEL,Belgium,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,83.1,,
2450,CAN,Canada,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,83.6,,
2451,CZE,Czech Republic,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,81.2,,
2452,DNK,Denmark,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,82.1,,
2453,FIN,Finland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,83.7,,
2454,FRA,France,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,85.4,,
2455,DEU,Germany,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,83.3,,
2456,GRC,Greece,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,83.4,,
2457,HUN,Hungary,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,78.7,,
2458,ISL,Iceland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,84.3,,
2459,IRL,Ireland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,83.2,,
2460,ITA,Italy,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,84.8,,
2461,JPN,Japan,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,86.4,,
2462,KOR,Korea,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,84.6,,
2463,LUX,Luxembourg,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,83.8,,
2464,MEX,Mexico,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,77.4,,
2465,NLD,Netherlands,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,83.0,,
2466,NZL,New Zealand,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,83.2,,
2467,NOR,Norway,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,83.5,,
2468,POL,Poland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,81.1,,
2469,PRT,Portugal,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,83.6,,
2470,SVK,Slovak Republic,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,79.9,,
2471,ESP,Spain,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,85.5,,
2472,SWE,Sweden,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,83.6,,
2473,CHE,Switzerland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,84.9,,
2474,TUR,Turkey,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,77.2,,
2475,GBR,United Kingdom,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,82.8,,
2476,USA,United States,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,81.1,,
2477,BRA,Brazil,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,77.3,,
2478,CHL,Chile,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,81.4,,
2479,EST,Estonia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,81.5,,
2480,ISR,Israel,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,83.6,,
2481,RUS,Russia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,75.9,,
2482,SVN,Slovenia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,83.3,,
2483,OECD,OECD - Total,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,0,units,,,82.3,,
2484,AUS,Australia,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,85.0,,
2485,AUT,Austria,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,69.0,,
2486,BEL,Belgium,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,74.0,,
2487,CAN,Canada,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,89.0,,
2488,CZE,Czech Republic,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,60.0,,
2489,DNK,Denmark,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,72.0,,
2490,FIN,Finland,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,65.0,,
2491,FRA,France,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,67.0,,
2492,DEU,Germany,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,65.0,,
2493,GRC,Greece,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,74.0,,
2494,HUN,Hungary,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,57.0,,
2495,ISL,Iceland,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,77.0,,
2496,IRL,Ireland,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,82.0,,
2497,ITA,Italy,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,66.0,,
2498,JPN,Japan,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,30.0,,
2499,KOR,Korea,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,35.0,,
2500,LUX,Luxembourg,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,72.0,,
2501,MEX,Mexico,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,66.0,,
2502,NLD,Netherlands,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,76.0,,
2503,NZL,New Zealand,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,90.0,,
2504,NOR,Norway,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,76.0,,
2505,POL,Poland,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,58.0,,
2506,PRT,Portugal,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,46.0,,
2507,SVK,Slovak Republic,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,66.0,,
2508,ESP,Spain,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,72.0,,
2509,SWE,Sweden,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,81.0,,
2510,CHE,Switzerland,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,81.0,,
2511,TUR,Turkey,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,68.0,,
2512,GBR,United Kingdom,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,74.0,,
2513,USA,United States,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,88.0,,
2514,BRA,Brazil,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,69.0,E,Estimated value
2515,CHL,Chile,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,59.0,,
2516,EST,Estonia,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,54.0,,
2517,ISR,Israel,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,80.0,,
2518,RUS,Russia,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,37.0,,
2519,SVN,Slovenia,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,65.0,,
2520,OECD,OECD - Total,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,0,units,,,68.0,,
2521,AUS,Australia,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,85.0,,
2522,AUT,Austria,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,71.0,,
2523,BEL,Belgium,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,77.0,,
2524,CAN,Canada,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,89.0,,
2525,CZE,Czech Republic,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,62.0,,
2526,DNK,Denmark,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,74.0,,
2527,FIN,Finland,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,65.0,,
2528,FRA,France,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,70.0,,
2529,DEU,Germany,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,67.0,,
2530,GRC,Greece,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,77.0,,
2531,HUN,Hungary,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,61.0,,
2532,ISL,Iceland,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,79.0,,
2533,IRL,Ireland,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,83.0,,
2534,ITA,Italy,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,70.0,,
2535,JPN,Japan,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,32.0,,
2536,KOR,Korea,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,39.0,,
2537,LUX,Luxembourg,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,74.0,,
2538,MEX,Mexico,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,67.0,,
2539,NLD,Netherlands,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,80.0,,
2540,NZL,New Zealand,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,90.0,,
2541,NOR,Norway,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,77.0,,
2542,POL,Poland,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,62.0,,
2543,PRT,Portugal,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,51.0,,
2544,SVK,Slovak Republic,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,71.0,,
2545,ESP,Spain,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,75.0,,
2546,SWE,Sweden,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,84.0,,
2547,CHE,Switzerland,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,83.0,,
2548,TUR,Turkey,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,72.0,,
2549,GBR,United Kingdom,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,74.0,,
2550,USA,United States,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,88.0,,
2551,BRA,Brazil,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,72.0,E,Estimated value
2552,CHL,Chile,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,67.0,,
2553,EST,Estonia,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,57.0,,
2554,ISR,Israel,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,82.0,,
2555,RUS,Russia,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,45.0,,
2556,SVN,Slovenia,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,68.0,,
2557,OECD,OECD - Total,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,0,units,,,70.0,,
2558,AUS,Australia,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,85.0,,
2559,AUT,Austria,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,67.0,,
2560,BEL,Belgium,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,72.0,,
2561,CAN,Canada,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,89.0,,
2562,CZE,Czech Republic,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,58.0,,
2563,DNK,Denmark,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,70.0,,
2564,FIN,Finland,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,64.0,,
2565,FRA,France,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,64.0,,
2566,DEU,Germany,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,63.0,,
2567,GRC,Greece,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,71.0,,
2568,HUN,Hungary,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,53.0,,
2569,ISL,Iceland,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,74.0,,
2570,IRL,Ireland,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,81.0,,
2571,ITA,Italy,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,62.0,,
2572,JPN,Japan,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,29.0,,
2573,KOR,Korea,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,32.0,,
2574,LUX,Luxembourg,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,70.0,,
2575,MEX,Mexico,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,64.0,,
2576,NLD,Netherlands,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,72.0,,
2577,NZL,New Zealand,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,90.0,,
2578,NOR,Norway,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,75.0,,
2579,POL,Poland,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,55.0,,
2580,PRT,Portugal,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,41.0,,
2581,SVK,Slovak Republic,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,61.0,,
2582,ESP,Spain,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,68.0,,
2583,SWE,Sweden,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,79.0,,
2584,CHE,Switzerland,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,0,units,,,78.0,,
